draw_date,weekday,n1,n2,n3,n4,n5,n6,jolly,superstar,source,draw_number,jackpot
2015-01-03,Sabato,14,26,31,40,58,68,76,45,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-01-05,Lunedì,16,37,48,68,84,90,11,12,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-01-07,Mercoledì,9,16,19,26,28,46,71,16,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-01-08,Giovedì,6,9,29,41,50,90,13,32,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-01-10,Sabato,2,13,22,37,48,90,8,78,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-01-13,Martedì,9,10,36,67,76,83,72,76,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-01-15,Giovedì,2,5,7,12,23,42,9,9,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-01-17,Sabato,18,22,31,54,71,80,52,43,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-01-20,Martedì,2,11,15,39,84,87,52,1,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-01-22,Giovedì,11,12,44,57,77,89,76,41,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-01-24,Sabato,22,23,24,59,63,81,44,82,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-01-27,Martedì,5,10,47,59,66,73,53,21,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-01-29,Giovedì,27,29,58,64,67,80,54,73,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-01-31,Sabato,8,44,54,58,59,86,73,50,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-02-03,Martedì,12,29,43,56,60,75,10,59,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-02-05,Giovedì,7,8,10,45,49,53,20,49,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-02-07,Sabato,24,27,38,40,56,81,66,3,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-02-10,Martedì,30,59,72,74,77,78,9,27,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-02-12,Giovedì,25,32,44,56,77,87,28,44,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-02-14,Sabato,13,31,32,57,60,79,90,10,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-02-17,Martedì,20,27,40,60,61,66,11,69,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-02-19,Giovedì,23,35,44,49,66,84,2,75,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-02-21,Sabato,5,16,33,48,57,87,79,5,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-02-24,Martedì,6,29,56,72,82,83,76,24,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-02-26,Giovedì,17,41,44,57,73,86,24,68,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-02-28,Sabato,5,10,34,48,56,87,23,40,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-03-03,Martedì,16,26,48,61,63,87,81,17,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-03-05,Giovedì,35,44,62,74,82,90,68,19,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-03-07,Sabato,26,36,56,68,73,81,62,5,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-03-10,Martedì,9,19,68,70,71,81,39,37,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-03-12,Giovedì,7,36,38,63,73,90,78,67,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-03-14,Sabato,28,30,39,46,68,89,5,3,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-03-17,Martedì,10,13,21,36,66,69,73,46,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-03-19,Giovedì,5,7,20,38,57,85,23,8,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-03-21,Sabato,4,7,9,19,55,58,83,40,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-03-24,Martedì,8,17,29,32,65,90,81,37,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-03-26,Giovedì,10,21,40,46,79,84,35,62,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-03-28,Sabato,5,22,60,71,74,81,88,31,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-03-31,Martedì,3,15,23,33,46,78,54,5,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-04-02,Giovedì,33,36,61,66,83,85,20,81,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-04-04,Sabato,11,38,44,48,56,83,28,90,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-04-07,Martedì,4,18,20,68,72,77,21,41,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-04-09,Giovedì,7,25,30,44,47,68,53,4,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-04-11,Sabato,26,54,55,73,86,90,3,19,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-04-14,Martedì,36,45,56,79,81,90,52,44,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-04-16,Giovedì,37,38,43,69,79,86,72,53,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-04-18,Sabato,10,11,18,36,47,85,48,6,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-04-21,Martedì,4,17,52,59,67,84,88,13,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-04-23,Giovedì,8,13,27,34,47,83,6,22,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-04-27,Lunedì,8,26,39,56,78,85,49,3,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-04-28,Martedì,10,41,59,61,65,71,8,37,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-04-30,Giovedì,18,28,31,33,55,78,81,8,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-05-02,Sabato,6,34,45,46,59,73,35,56,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-05-05,Martedì,7,31,33,78,86,87,72,88,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-05-07,Giovedì,12,32,43,46,58,77,18,1,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-05-09,Sabato,31,40,52,55,62,76,17,44,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-05-12,Martedì,10,19,48,78,85,90,22,42,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-05-14,Giovedì,19,25,42,51,55,56,24,75,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-05-16,Sabato,3,32,39,65,75,76,51,57,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-05-19,Martedì,6,20,43,44,46,67,85,52,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-05-21,Giovedì,17,21,23,51,65,87,53,48,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-05-23,Sabato,4,24,29,31,39,71,19,14,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-05-26,Martedì,6,9,21,69,77,78,90,80,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-05-28,Giovedì,6,33,57,61,80,83,53,18,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-05-30,Sabato,13,33,39,56,65,86,52,75,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-06-03,Mercoledì,3,28,37,42,67,86,1,79,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-06-04,Giovedì,14,17,23,45,87,88,46,14,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-06-06,Sabato,16,24,34,40,41,57,13,89,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-06-09,Martedì,15,21,58,80,82,86,49,64,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-06-11,Giovedì,26,48,52,61,75,79,82,73,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-06-13,Sabato,19,35,36,38,45,80,17,5,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-06-16,Martedì,6,28,55,57,78,83,67,16,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-06-18,Giovedì,18,21,28,62,84,90,41,48,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-06-20,Sabato,6,11,21,65,66,85,23,18,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-06-23,Martedì,20,24,26,33,42,80,29,34,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-06-25,Giovedì,18,46,63,68,73,79,28,59,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-06-27,Sabato,17,22,45,48,53,61,26,65,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-06-30,Martedì,4,11,16,25,34,59,75,84,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-07-02,Giovedì,8,17,30,61,78,88,56,15,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-07-04,Sabato,8,30,38,51,62,66,14,2,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-07-07,Martedì,19,25,31,78,83,88,18,86,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-07-09,Giovedì,8,54,59,66,86,89,15,4,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-07-11,Sabato,8,30,34,39,42,58,80,1,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-07-14,Martedì,12,17,32,47,74,86,8,23,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-07-16,Giovedì,22,27,29,49,69,87,73,86,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-07-18,Sabato,22,42,47,62,70,72,90,68,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-07-21,Martedì,1,21,63,70,79,84,25,24,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-07-23,Giovedì,33,41,44,48,68,75,56,8,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-07-25,Sabato,2,20,21,40,45,65,15,19,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-07-28,Martedì,4,26,34,66,67,81,88,26,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-07-30,Giovedì,13,18,25,26,35,61,60,56,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-08-01,Sabato,2,26,34,58,80,81,23,42,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-08-04,Martedì,34,53,77,78,83,89,87,83,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-08-06,Giovedì,2,27,36,39,53,79,72,44,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-08-08,Sabato,3,7,17,26,55,72,41,89,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-08-11,Martedì,17,25,32,42,71,85,60,45,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-08-13,Giovedì,4,17,34,41,66,78,30,64,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-08-17,Lunedì,1,4,50,70,71,76,84,10,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-08-18,Martedì,20,30,45,50,76,86,3,1,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-08-20,Giovedì,4,14,31,68,70,74,73,10,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-08-22,Sabato,6,7,9,14,17,35,27,87,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-08-25,Martedì,3,18,19,65,81,88,70,74,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-08-27,Giovedì,2,4,12,40,50,80,13,89,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-08-29,Sabato,7,28,44,55,57,78,14,77,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-09-01,Martedì,13,30,38,48,50,77,29,64,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-09-03,Giovedì,13,18,19,49,78,87,45,22,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-09-05,Sabato,24,30,36,42,71,86,32,26,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-09-08,Martedì,41,50,54,60,75,88,62,26,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-09-10,Giovedì,10,14,15,34,75,88,1,79,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-09-12,Sabato,11,24,46,48,68,82,5,69,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-09-15,Martedì,9,17,20,32,35,56,24,19,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-09-17,Giovedì,8,9,42,71,78,79,62,21,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-09-19,Sabato,9,32,40,49,52,60,5,89,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-09-22,Martedì,10,26,50,55,62,81,27,65,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-09-24,Giovedì,1,32,36,61,78,80,79,85,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-09-26,Sabato,1,37,69,74,77,89,28,35,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-09-29,Martedì,17,25,41,45,57,82,22,38,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-10-01,Giovedì,2,17,21,49,69,74,79,6,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-10-03,Sabato,2,4,14,31,43,61,11,42,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-10-06,Martedì,8,11,17,27,62,84,41,20,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-10-08,Giovedì,23,32,33,55,84,90,2,5,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-10-10,Sabato,32,41,45,47,78,90,59,1,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-10-13,Martedì,35,36,63,71,75,89,15,90,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-10-15,Giovedì,7,9,16,24,32,40,17,40,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-10-17,Sabato,4,6,61,63,65,72,9,9,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-10-20,Martedì,18,34,58,60,64,88,5,80,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-10-22,Giovedì,1,6,32,50,51,81,4,27,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-10-24,Sabato,9,14,33,38,46,87,2,79,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-10-27,Martedì,13,15,48,50,74,83,84,50,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-10-29,Giovedì,4,16,40,57,71,84,62,84,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-10-31,Sabato,6,25,26,52,86,88,61,80,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-11-03,Martedì,30,41,47,71,79,86,83,78,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-11-05,Giovedì,17,21,29,33,43,62,85,75,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-11-07,Sabato,2,19,22,46,51,54,83,10,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-11-10,Martedì,8,31,33,38,66,77,3,61,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-11-12,Giovedì,19,22,31,41,54,87,38,47,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-11-14,Sabato,19,56,73,84,85,86,2,80,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-11-17,Martedì,27,29,39,54,59,74,79,25,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-11-19,Giovedì,25,28,44,52,87,89,10,9,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-11-21,Sabato,13,25,33,53,75,83,38,59,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-11-24,Martedì,52,54,70,80,82,84,66,82,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-11-26,Giovedì,12,36,45,67,77,88,11,6,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-11-28,Sabato,20,23,28,51,65,81,87,68,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-12-01,Martedì,31,39,55,58,85,87,86,70,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-12-03,Giovedì,38,46,53,65,77,84,80,63,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-12-05,Sabato,1,28,34,42,49,77,65,42,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-12-09,Mercoledì,21,54,62,63,82,83,37,25,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-12-10,Giovedì,1,19,20,56,60,83,63,46,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-12-12,Sabato,18,20,46,47,55,66,75,38,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-12-15,Martedì,5,30,36,63,84,85,37,48,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-12-17,Giovedì,11,44,56,81,83,87,9,6,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-12-19,Sabato,7,22,46,50,55,73,14,64,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-12-22,Martedì,18,22,23,57,60,69,14,6,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-12-24,Giovedì,6,8,24,28,36,63,79,73,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-12-28,Lunedì,5,38,48,52,81,88,65,2,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-12-29,Martedì,15,20,57,72,76,89,30,22,xls:it-superenalotto-past-draws-archive (11).xls,,
2015-12-31,Giovedì,15,26,29,77,81,90,37,48,xls:it-superenalotto-past-draws-archive (11).xls,,
2016-01-02,Sabato,1,17,39,41,56,65,18,42,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-01-05,Martedì,7,20,40,56,60,90,76,51,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-01-07,Giovedì,10,38,61,62,74,86,69,70,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-01-09,Sabato,20,26,36,50,51,74,83,60,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-01-12,Martedì,3,9,28,42,50,79,87,27,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-01-14,Giovedì,5,8,17,41,46,87,30,57,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-01-16,Sabato,11,17,48,52,70,90,29,43,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-01-19,Martedì,13,18,35,43,51,66,72,27,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-01-21,Giovedì,2,12,32,57,61,81,54,75,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-01-23,Sabato,4,5,8,14,32,49,18,1,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-01-26,Martedì,24,45,50,60,63,87,71,80,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-01-28,Giovedì,2,6,15,39,80,83,47,48,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-01-30,Sabato,13,24,51,68,77,81,76,69,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-02-02,Martedì,19,38,40,56,65,80,35,1,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-02-04,Giovedì,7,21,31,39,46,69,77,50,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-02-06,Sabato,10,24,36,63,77,89,81,39,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-02-09,Martedì,11,26,46,56,58,78,60,71,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-02-11,Giovedì,17,27,45,53,71,74,21,59,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-02-13,Sabato,2,30,49,66,74,80,33,29,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-02-16,Martedì,2,10,27,34,38,40,72,46,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-02-18,Giovedì,12,26,30,51,57,89,54,53,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-02-20,Sabato,29,32,33,49,54,85,16,44,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-02-23,Martedì,2,14,58,74,80,82,86,10,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-02-25,Giovedì,14,33,52,67,71,81,80,35,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-02-27,Sabato,19,22,28,48,49,85,78,52,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-03-01,Martedì,15,20,25,30,45,55,73,24,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-03-03,Giovedì,8,16,29,49,56,62,44,13,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-03-05,Sabato,6,8,68,77,80,86,27,39,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-03-08,Martedì,8,27,32,51,52,89,49,24,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-03-10,Giovedì,9,16,18,22,65,71,84,50,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-03-12,Sabato,29,37,52,67,80,82,68,81,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-03-15,Martedì,2,4,17,19,38,56,80,23,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-03-17,Giovedì,1,12,65,67,76,86,89,8,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-03-19,Sabato,18,41,51,56,72,76,68,61,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-03-22,Martedì,17,31,32,43,59,71,2,50,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-03-24,Giovedì,14,24,26,57,67,89,28,5,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-03-26,Sabato,28,43,67,68,72,79,18,60,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-03-29,Martedì,29,55,65,71,73,77,5,2,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-03-31,Giovedì,17,28,63,78,84,88,34,39,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-04-02,Sabato,2,24,65,75,81,88,6,79,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-04-05,Martedì,12,23,28,32,42,85,31,62,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-04-07,Giovedì,38,42,45,59,66,87,5,26,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-04-09,Sabato,2,5,12,33,54,59,18,89,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-04-12,Martedì,34,50,55,72,79,89,1,3,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-04-14,Giovedì,1,2,6,42,67,83,80,11,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-04-16,Sabato,8,12,23,58,86,89,62,36,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-04-19,Martedì,14,30,61,86,88,90,89,60,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-04-21,Giovedì,1,15,30,50,54,62,71,82,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-04-23,Sabato,10,11,15,33,79,83,27,27,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-04-26,Martedì,38,49,51,59,77,90,35,10,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-04-28,Giovedì,10,11,24,30,48,63,7,41,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-04-30,Sabato,22,38,47,51,61,85,87,48,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-05-03,Martedì,14,29,58,72,75,85,71,77,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-05-05,Giovedì,7,20,25,32,75,90,12,84,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-05-07,Sabato,3,32,34,36,82,87,12,1,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-05-10,Martedì,25,26,49,54,55,66,16,50,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-05-12,Giovedì,10,25,52,54,59,84,42,52,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-05-14,Sabato,11,19,56,72,73,75,90,68,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-05-17,Martedì,1,10,19,44,68,74,56,81,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-05-19,Giovedì,15,39,54,62,71,74,60,30,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-05-21,Sabato,9,11,20,35,66,68,90,68,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-05-24,Martedì,14,16,45,47,48,86,23,45,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-05-26,Giovedì,1,32,34,58,64,86,52,58,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-05-28,Sabato,3,5,12,17,44,51,18,39,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-05-31,Martedì,8,18,33,41,62,71,1,42,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-06-04,Sabato,8,10,18,64,85,87,3,40,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-06-06,Lunedì,3,54,56,57,75,90,1,62,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-06-07,Martedì,24,29,45,63,65,70,8,59,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-06-09,Giovedì,9,14,61,76,80,83,44,52,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-06-11,Sabato,27,30,34,40,52,68,50,51,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-06-14,Martedì,25,31,33,42,58,86,3,43,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-06-16,Giovedì,18,19,29,47,59,68,21,53,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-06-18,Sabato,24,25,45,51,52,63,19,5,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-06-21,Martedì,4,30,31,45,49,85,11,67,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-06-23,Giovedì,17,18,25,43,66,87,1,57,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-06-25,Sabato,11,14,44,54,85,87,35,46,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-06-28,Martedì,5,23,44,59,60,83,50,42,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-06-30,Giovedì,30,31,32,34,50,51,75,24,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-07-02,Sabato,8,9,22,43,50,56,20,39,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-07-05,Martedì,22,26,43,50,59,65,20,35,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-07-07,Giovedì,1,4,32,59,70,86,89,40,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-07-09,Sabato,12,34,44,45,53,68,81,82,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-07-12,Martedì,1,41,59,63,81,85,74,30,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-07-14,Giovedì,38,56,61,67,72,82,87,60,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-07-16,Sabato,26,37,43,67,75,78,10,67,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-07-19,Martedì,4,10,28,29,48,52,3,80,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-07-21,Giovedì,19,27,35,56,60,89,47,45,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-07-23,Sabato,1,30,42,61,76,88,71,52,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-07-26,Martedì,4,13,15,18,72,76,69,8,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-07-28,Giovedì,29,37,38,61,63,85,59,48,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-07-30,Sabato,15,22,26,45,48,82,64,70,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-08-02,Martedì,34,54,57,84,89,90,44,48,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-08-04,Giovedì,25,37,40,61,65,77,23,32,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-08-06,Sabato,23,34,58,61,71,77,53,18,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-08-09,Martedì,12,27,34,76,77,85,78,52,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-08-11,Giovedì,31,65,78,85,89,90,34,80,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-08-13,Sabato,2,25,43,72,87,89,74,47,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-08-16,Martedì,9,12,18,63,64,73,88,76,xls:it-superenalotto-past-draws-archive (10).xls,,
2016-08-18,Giovedì,8,39,59,65,82,83,41,60,xls:it-superenalotto-past-draws-archive (10).xls,,
